EXPERIMENT, BCAST_TYPE,NPROC,PACKET_SIZE,N_PACKETS,N_BOUNCES,TYPE,NODE,PROCESS,SRC,DST,TAG,COM_TIME,RUNNING_TIME
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0048148632, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0050728321, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0041980743, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0041968822, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0048868656, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0046510696, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0041680336, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0041680336, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0043079853, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0043089390, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0037319660, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0037307739, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0094358921, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0096230507, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0041899681, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0041909218, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0048351288, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0046880245, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0042200089, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0042188168, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0048429966, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0050690174, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0042779446, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0042788982, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0046679974, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0049288273, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0041670799, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0041661263, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0046508312, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0048918724, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0041759014, 
